Tarih,TÜFE Genel_duzey,Gıda ve Alkolsüz İçecekler_duzey,"Alkollü İçecekler, Tütün_duzey",Giyim ve Ayakkabı_duzey,"Konut, Su, Elektrik, Gaz_duzey","Mobilya, Ev Ekipmanları_duzey",Sağlık_duzey,Ulaştırma_duzey,Bilgi ve İletişim_duzey,"Eğlence, Spor, Kültür_duzey",Eğitim_duzey,Lokanta ve Konaklama_duzey,Sigorta ve Finansal Hizmetler_duzey,"Kişisel Bakım, Çeşitli_duzey",Çekirdek B_duzey,Çekirdek C_duzey,Çekirdek D_duzey,TÜFE Genel_aylik,Gıda ve Alkolsüz İçecekler_aylik,"Alkollü İçecekler, Tütün_aylik",Giyim ve Ayakkabı_aylik,"Konut, Su, Elektrik, Gaz_aylik","Mobilya, Ev Ekipmanları_aylik",Sağlık_aylik,Ulaştırma_aylik,Bilgi ve İletişim_aylik,"Eğlence, Spor, Kültür_aylik",Eğitim_aylik,Lokanta ve Konaklama_aylik,Sigorta ve Finansal Hizmetler_aylik,"Kişisel Bakım, Çeşitli_aylik",Çekirdek B_aylik,Çekirdek C_aylik,Çekirdek D_aylik,TÜFE Genel_yillik,Gıda ve Alkolsüz İçecekler_yillik,"Alkollü İçecekler, Tütün_yillik",Giyim ve Ayakkabı_yillik,"Konut, Su, Elektrik, Gaz_yillik","Mobilya, Ev Ekipmanları_yillik",Sağlık_yillik,Ulaştırma_yillik,Bilgi ve İletişim_yillik,"Eğlence, Spor, Kültür_yillik",Eğitim_yillik,Lokanta ve Konaklama_yillik,Sigorta ve Finansal Hizmetler_yillik,"Kişisel Bakım, Çeşitli_yillik",Çekirdek B_yillik,Çekirdek C_yillik,Çekirdek D_yillik
2015-07-01,8.16,6.38,9.0,24.42,7.85,7.62,7.8,7.5,23.55,10.49,7.54,5.91,6.42,7.14,8.57,8.99,8.53,0.12269939,0.15698587,1.12359551,-4.9435578,0.38363171,1.6,0.38610039,0.40160643,-0.38071066,0.57526366,0.53333333,1.19863014,6.46766169,-0.27932961,0.23391813,0.11135857,0.0,6.80628272,9.24657534,3.21100917,4.09207161,8.12672176,8.70185449,6.55737705,0.94212651,1.42118863,9.61337513,6.1971831,13.87283237,13.02816901,9.50920245,7.66331658,7.27923628,6.625
2015-08-01,8.19,6.47,9.03,23.36,7.87,7.64,7.82,7.48,23.9,10.59,7.64,6.03,6.75,7.24,8.6,9.01,8.55,0.36764706,1.41065831,0.33333333,-4.34070434,0.25477707,0.26246719,0.25641026,-0.26666667,1.48619958,0.95328885,1.32625995,2.03045685,5.14018692,1.40056022,0.35005834,0.22246941,0.23446659,7.05882353,9.66101695,4.03225806,4.70640968,8.1043956,8.67709815,6.68485675,0.80862534,3.01724138,9.17525773,6.85314685,14.20454545,20.53571429,10.1978691,7.90464241,7.64635603,6.875
2015-09-01,8.27,6.55,9.07,22.72,7.92,7.73,7.91,7.62,24.08,10.67,7.71,6.09,7.15,7.39,8.66,9.08,8.62,0.97680098,1.23647604,0.44296788,-2.73972603,0.63532402,1.17801047,1.15089514,1.87165775,0.75313808,0.75542965,0.91623037,0.99502488,5.92592593,2.0718232,0.69767442,0.77691454,0.81871345,7.96344648,10.82910321,5.71095571,4.41176471,8.34473324,9.49008499,7.47282609,2.55720054,3.92749245,9.43589744,5.90659341,14.04494382,29.06137184,11.63141994,8.25,8.22407628,7.34744707
2015-10-01,8.39,6.6,9.07,25.31,7.98,7.84,7.94,7.72,24.2,10.67,7.79,6.13,7.69,7.45,8.83,9.28,8.77,1.45102781,0.76335878,0.0,11.39964789,0.75757576,1.42302717,0.37926675,1.31233596,0.49833887,0.0,1.03761349,0.65681445,7.55244755,0.81190798,1.9630485,2.20264317,1.74013921,7.56410256,8.73146623,5.71095571,5.76681989,5.97609562,10.73446328,7.15249663,4.04312668,4.53563715,9.43589744,6.42076503,13.72912801,38.55855856,11.69415292,8.74384236,8.92018779,7.4754902
2015-11-01,8.45,6.66,9.07,26.67,8.03,7.89,7.96,7.66,24.28,10.55,7.8,6.15,8.17,7.4,8.9,9.37,8.82,0.71513707,0.90909091,0.0,5.37337021,0.62656642,0.6377551,0.25188917,-0.77720207,0.33057851,-1.12464855,0.1283697,0.32626427,6.24187256,-0.67114094,0.79275198,0.96982759,0.57012543,8.05626598,9.53947368,5.71095571,7.06543557,6.49867374,10.50420168,7.13324361,5.07544582,5.01730104,10.5870021,6.26702997,13.46863469,47.20720721,11.11111111,8.93512852,9.20745921,7.82396088
2015-12-01,8.47,6.75,9.07,26.15,8.06,7.93,7.97,7.62,24.22,10.54,7.81,6.17,8.43,7.43,8.91,9.36,8.82,0.23668639,1.35135135,0.0,-1.94975628,0.373599,0.50697085,0.12562814,-0.52219321,-0.24711697,-0.09478673,0.12820513,0.32520325,3.18237454,0.40540541,0.11235955,-0.10672359,0.0,8.8688946,10.83743842,5.71095571,9.00375156,6.75496689,10.90909091,7.12365591,6.42458101,4.84848485,10.48218029,6.40326975,13.21100917,51.61870504,10.56547619,9.32515337,9.60187354,8.35380835
2016-01-01,8.62,7.04,9.94,24.39,8.2,8.08,8.17,7.65,24.46,10.66,7.81,6.23,8.89,7.59,8.95,9.39,8.87,1.77095632,4.2962963,9.59206174,-6.73040153,1.7369727,1.89155107,2.50941029,0.39370079,0.9909166,1.13851992,0.0,0.97244733,5.45670225,2.15343203,0.44893378,0.32051282,0.56689342,9.52986023,11.74603175,11.18568233,9.32317346,7.32984293,10.83676269,8.21192053,7.29312763,4.04083369,11.74004193,6.40326975,13.27272727,57.34513274,10.64139942,9.41320293,9.69626168,8.70098039
2016-02-01,8.62,7.03,10.04,22.89,8.23,8.12,8.31,7.71,24.42,10.59,7.82,6.28,9.23,7.68,8.96,9.38,8.88,0.0,-0.14204545,1.00603622,-6.1500615,0.36585366,0.4950495,1.71358629,0.78431373,-0.1635323,-0.65666041,0.12804097,0.80256822,3.82452193,1.18577075,0.11173184,-0.10649627,0.11273957,8.83838384,8.82352941,12.80898876,9.78417266,7.3011734,11.08071135,9.19842313,6.34482759,3.29949239,9.40082645,6.68485675,13.15315315,61.92982456,11.30434783,9.53545232,9.70760234,8.55745721
2016-03-01,8.62,6.93,10.04,22.97,8.24,8.17,8.41,7.77,24.38,10.58,7.86,6.32,9.45,7.74,9.0,9.42,8.92,0.0,-1.42247511,0.0,0.3494976,0.12150668,0.61576355,1.20336943,0.77821012,-0.16380016,-0.09442871,0.51150895,0.63694268,2.38353196,0.78125,0.44642857,0.42643923,0.45045045,7.48129676,4.68277946,12.80898876,9.01756051,6.59767141,11.15646259,9.36280884,6.14754098,2.86919831,8.62422998,6.93877551,12.25577265,65.49912434,11.20689655,9.35601458,9.53488372,8.25242718
2016-04-01,8.68,6.82,10.04,25.86,8.27,8.22,8.45,7.82,24.39,10.78,7.93,6.35,9.75,7.73,9.15,9.6,9.05,0.69605568,-1.58730159,0.0,12.58162821,0.36407767,0.6119951,0.47562426,0.64350064,0.04101723,1.89035917,0.89058524,0.47468354,3.17460317,-0.12919897,1.66666667,1.91082803,1.4573991,6.50306748,1.33729569,12.80898876,9.29839391,6.57216495,10.33557047,9.59792477,6.39455782,3.08537616,9.77596741,7.01754386,11.2084063,66.66666667,9.33521924,9.18854415,9.33940774,8.12425329
2016-05-01,8.73,6.71,10.04,27.94,8.3,8.2,8.47,7.9,24.5,10.97,8.01,6.39,9.82,7.82,9.26,9.73,9.16,0.57603687,-1.61290323,0.0,8.04331013,0.36275695,-0.243309,0.23668639,1.0230179,0.45100451,1.76252319,1.00882724,0.62992126,0.71794872,1.16429495,1.20218579,1.35416667,1.21546961,6.59340659,2.44274809,12.80898876,7.29646697,6.41025641,9.18774967,9.57309185,5.61497326,3.4191642,10.36217304,7.51677852,10.74523397,62.58278146,10.29619182,8.68544601,8.7150838,7.76470588
2016-06-01,8.78,6.79,10.04,27.57,8.34,8.24,8.53,7.96,24.52,10.99,8.09,6.42,9.71,7.85,9.28,9.76,9.18,0.57273769,1.19225037,0.0,-1.32426628,0.48192771,0.48780488,0.70838253,0.75949367,0.08163265,0.18231541,0.99875156,0.46948357,-1.12016293,0.38363171,0.21598272,0.30832477,0.21834061,7.73006135,6.59340659,12.80898876,7.31802258,6.64961637,9.86666667,9.78120978,6.55957162,3.72250423,5.36912752,7.86666667,9.93150685,61.02819237,9.63687151,8.5380117,8.68596882,7.62016413
2016-07-01,8.88,7.0,10.75,26.43,8.37,8.25,8.62,7.96,24.82,11.14,8.13,6.49,9.86,7.95,9.3,9.77,9.2,1.13895216,3.09278351,7.07171315,-4.13492927,0.35971223,0.12135922,1.05509965,0.0,1.22349103,1.36487716,0.49443758,1.09034268,1.54479918,1.27388535,0.21551724,0.10245902,0.21786492,8.82352941,9.71786834,19.44444444,8.23095823,6.62420382,8.26771654,10.51282051,6.13333333,5.39278132,6.1963775,7.82493369,9.81387479,53.58255452,11.34453782,8.51808635,8.67630701,7.85463072
2016-08-01,8.85,6.87,11.12,25.19,8.41,8.27,8.65,7.98,24.83,11.22,8.35,6.55,9.83,7.99,9.3,9.77,9.2,-0.33783784,-1.85714286,3.44186047,-4.69163829,0.47789725,0.24242424,0.34802784,0.25125628,0.04029009,0.71813285,2.70602706,0.92449923,-0.30425963,0.50314465,0.0,0.0,0.0,8.05860806,6.18238022,23.14507198,7.83390411,6.86149936,8.2460733,10.61381074,6.68449198,3.89121339,5.9490085,9.29319372,8.62354892,45.62962963,10.35911602,8.13953488,8.43507214,7.60233918
2016-09-01,8.87,6.82,11.12,24.31,8.45,8.28,8.67,8.19,24.85,11.17,8.51,6.59,9.79,8.02,9.32,9.78,9.24,0.2259887,-0.72780204,0.0,-3.49344978,0.47562426,0.12091898,0.23121387,2.63157895,0.08054772,-0.4456328,1.91616766,0.61068702,-0.4069176,0.37546934,0.21505376,0.10235415,0.43478261,7.25513906,4.1221374,22.60198456,6.99823944,6.69191919,7.11513583,9.60809102,7.48031496,3.19767442,4.68603561,10.37613489,8.21018062,36.92307692,8.52503383,7.62124711,7.7092511,7.19257541
2016-10-01,8.99,6.94,11.12,26.85,8.43,8.33,8.69,8.35,24.8,11.02,8.54,6.64,9.82,8.05,9.45,9.94,9.36,1.35287486,1.75953079,0.0,10.44837515,-0.23668639,0.60386473,0.23068051,1.95360195,-0.20120724,-1.34288272,0.35252644,0.75872534,0.30643514,0.37406484,1.39484979,1.63599182,1.2987013,7.15137068,5.15151515,22.60198456,6.08455156,5.63909774,6.25,9.44584383,8.16062176,2.47933884,3.28022493,9.62772786,8.31973899,27.69830949,8.05369128,7.02151755,7.11206897,6.72748005
2016-11-01,9.04,6.9,11.12,27.9,8.5,8.32,8.69,8.39,24.97,11.2,8.55,6.67,9.77,8.16,9.52,10.02,9.44,0.55617353,-0.57636888,0.0,3.91061453,0.83036773,-0.12004802,0.0,0.47904192,0.68548387,1.63339383,0.11709602,0.45180723,-0.50916497,1.36645963,0.74074074,0.80482897,0.85470085,6.98224852,3.6036036,22.60198456,4.61192351,5.85305106,5.44993663,9.17085427,9.53002611,2.84184514,6.16113744,9.61538462,8.45528455,19.58384333,10.27027027,6.96629213,6.93703308,7.02947846
2016-12-01,9.19,7.13,11.93,27.19,8.58,8.42,8.75,8.55,25.01,11.39,8.55,6.7,9.82,8.21,9.56,10.06,9.5,1.65929204,3.33333333,7.28417266,-2.54480287,0.94117647,1.20192308,0.69044879,1.90703218,0.16019223,1.69642857,0.0,0.44977511,0.51177073,0.6127451,0.42016807,0.3992016,0.63559322,8.50059032,5.62962963,31.53252481,3.97705545,6.4516129,6.17906683,9.78670013,12.20472441,3.26176713,8.06451613,9.47503201,8.58995138,16.48873072,10.49798116,7.29517396,7.47863248,7.70975057
2017-01-01,9.42,7.58,12.21,25.29,8.73,8.57,9.16,8.83,25.31,11.53,8.55,6.77,9.96,8.55,9.62,10.11,9.62,2.50272035,6.31136045,2.34702431,-6.98786318,1.74825175,1.78147268,4.68571429,3.2748538,1.19952019,1.22914838,0.0,1.04477612,1.42566191,4.14129111,0.62761506,0.49701789,1.26315789,9.28074246,7.67045455,22.83702213,3.6900369,6.46341463,6.06435644,12.11750306,15.4248366,3.47506132,8.16135084,9.47503201,8.66773676,12.0359955,12.64822134,7.48603352,7.66773163,8.45546787
2017-02-01,9.49,7.65,12.22,24.44,8.84,8.51,9.36,9.08,25.61,11.5,8.55,6.83,10.03,8.67,9.7,10.19,9.71,0.74309979,0.92348285,0.08190008,-3.36101226,1.26002291,-0.70011669,2.18340611,2.83125708,1.18530225,-0.26019081,0.0,0.88626292,0.70281124,1.40350877,0.83160083,0.79129575,0.93555094,10.09280742,8.81934566,21.71314741,6.77151595,7.41190765,4.80295567,12.63537906,17.769131,4.87305487,8.59301228,9.33503836,8.75796178,8.66738895,12.890625,8.25892857,8.63539446,9.34684685
2017-03-01,9.59,7.79,12.22,24.93,8.88,8.6,9.53,9.13,25.6,11.58,8.63,6.88,9.98,8.81,9.81,10.31,9.79,1.05374078,1.83006536,0.0,2.00490998,0.45248869,1.05757932,1.81623932,0.55066079,-0.03904725,0.69565217,0.93567251,0.73206442,-0.49850449,1.61476355,1.13402062,1.17762512,0.82389289,11.25290023,12.40981241,21.71314741,8.53286896,7.76699029,5.26315789,13.31747919,17.5032175,5.00410172,9.45179584,9.79643766,8.86075949,5.60846561,13.82428941,9.0,9.44798301,9.75336323
2017-04-01,9.71,7.89,12.22,27.2,8.9,8.68,9.58,9.2,25.59,11.72,8.69,6.94,9.38,8.95,9.98,10.51,9.93,1.25130344,1.28369705,0.0,9.10549539,0.22522523,0.93023256,0.52465897,0.76670318,-0.0390625,1.208981,0.69524913,0.87209302,-6.01202405,1.58910329,1.73292559,1.93986421,1.43003064,11.86635945,15.68914956,21.71314741,5.18174787,7.61789601,5.59610706,13.37278107,17.64705882,4.9200492,8.71985158,9.58385876,9.29133858,-3.79487179,15.78266494,9.07103825,9.47916667,9.72375691
2017-05-01,9.76,7.85,12.22,28.82,8.93,8.75,9.6,9.14,25.68,12.21,8.77,7.0,8.79,8.88,10.11,10.65,10.01,0.51493306,-0.50697085,0.0,5.95588235,0.33707865,0.80645161,0.20876827,-0.65217391,0.35169988,4.18088737,0.92059839,0.86455331,-6.28997868,-0.78212291,1.30260521,1.3320647,0.80563948,11.79839633,16.98956781,21.71314741,3.1496063,7.59036145,6.70731707,13.34120425,15.69620253,4.81632653,11.30355515,9.48813983,9.54616588,-10.48879837,13.55498721,9.17926566,9.45529291,9.27947598
2017-06-01,9.73,7.76,12.22,28.47,8.96,8.79,9.61,9.06,25.45,12.36,8.86,7.08,8.73,8.94,10.12,10.66,10.01,-0.30737705,-1.14649682,0.0,-1.21443442,0.33594625,0.45714286,0.10416667,-0.87527352,-0.89563863,1.22850123,1.02622577,1.14285714,-0.68259386,0.67567568,0.09891197,0.09389671,0.0,10.82004556,14.28571429,21.71314741,3.26441785,7.43405276,6.67475728,12.66119578,13.81909548,3.79282219,12.46587807,9.51792336,10.28037383,-10.09268795,13.88535032,9.05172414,9.22131148,9.04139434
2017-07-01,9.75,7.71,12.27,27.47,9.0,8.84,9.65,9.16,25.5,12.59,8.96,7.2,8.7,8.95,10.18,10.71,10.06,0.20554985,-0.6443299,0.4091653,-3.51246927,0.44642857,0.56882821,0.41623309,1.10375276,0.19646365,1.86084142,1.12866817,1.69491525,-0.34364261,0.11185682,0.59288538,0.46904315,0.4995005,9.7972973,10.14285714,14.13953488,3.93492244,7.52688172,7.15151515,11.94895592,15.07537688,2.73972603,13.01615799,10.20910209,10.93990755,-11.76470588,12.57861635,9.46236559,9.62128966,9.34782609
2017-08-01,9.8,7.69,12.27,26.62,9.06,8.99,9.66,9.35,25.49,12.69,9.21,7.27,8.76,9.02,10.24,10.76,10.14,0.51282051,-0.25940337,0.0,-3.09428467,0.66666667,1.69683258,0.10362694,2.07423581,-0.03921569,0.79428118,2.79017857,0.97222222,0.68965517,0.78212291,0.58939096,0.46685341,0.79522863,10.73446328,11.93595342,10.34172662,5.6768559,7.72889417,8.70616687,11.67630058,17.1679198,2.65807491,13.10160428,10.2994012,10.99236641,-10.88504578,12.89111389,10.10752688,10.13306039,10.2173913
2017-09-01,9.86,7.67,12.27,26.83,9.13,9.03,9.7,9.49,25.58,12.69,9.4,7.35,8.73,9.15,10.33,10.86,10.24,0.6122449,-0.26007802,0.0,0.78888054,0.77262693,0.44493882,0.41407867,1.4973262,0.35307964,0.0,2.06297503,1.10041265,-0.34246575,1.44124169,0.87890625,0.92936803,0.98619329,11.16121759,12.46334311,10.34172662,10.36610448,8.04733728,9.05797101,11.88004614,15.87301587,2.93762575,13.60787825,10.45828437,11.53262519,-10.82737487,14.08977556,10.83690987,11.04294479,10.82251082
2017-10-01,10.07,7.82,12.27,29.92,9.22,9.3,9.75,9.73,25.55,12.35,9.43,7.4,8.77,9.23,10.56,11.11,10.46,2.12981744,1.95567145,0.0,11.51695863,0.98576123,2.99003322,0.51546392,2.52897787,-0.11727912,-2.67927502,0.31914894,0.68027211,0.45819015,0.87431694,2.22652469,2.30202578,2.1484375,12.01334816,12.68011527,10.34172662,11.43389199,9.371293,11.64465786,12.19792865,16.52694611,3.02419355,12.06896552,10.42154567,11.44578313,-10.69246436,14.65838509,11.74603175,11.77062374,11.75213675
2017-11-01,10.22,7.99,12.27,31.05,9.33,9.39,9.77,9.93,25.68,12.3,9.44,7.43,8.85,9.41,10.68,11.23,10.6,1.48957299,2.17391304,0.0,3.77673797,1.19305857,0.96774194,0.20512821,2.05549846,0.50880626,-0.4048583,0.10604454,0.40540541,0.91220068,1.95016251,1.13636364,1.08010801,1.33843212,13.05309735,15.79710145,10.34172662,11.29032258,9.76470588,12.86057692,12.42807825,18.35518474,2.84341209,9.82142857,10.40935673,11.39430285,-9.41658137,15.31862745,12.18487395,12.0758483,12.28813559
2017-12-01,10.29,8.11,12.27,30.3,9.41,9.5,9.79,10.09,25.64,12.32,9.44,7.47,8.82,9.41,10.73,11.29,10.65,0.68493151,1.50187735,0.0,-2.41545894,0.85744909,1.171459,0.20470829,1.61127895,-0.15576324,0.16260163,0.0,0.53835801,-0.33898305,0.0,0.46816479,0.53428317,0.47169811,11.9695321,13.74474053,2.84995809,11.43802869,9.67365967,12.82660333,11.88571429,18.01169591,2.5189924,8.16505707,10.40935673,11.49253731,-10.18329939,14.61632156,12.23849372,12.22664016,12.10526316
2018-01-01,10.39,8.25,12.32,28.48,9.63,9.73,10.03,10.24,25.53,12.46,9.46,7.54,9.47,9.61,10.8,11.35,10.76,0.9718173,1.72626387,0.40749796,-6.00660066,2.33793836,2.42105263,2.4514811,1.48662042,-0.42901716,1.13636364,0.21186441,0.93708166,7.36961451,2.12539851,0.65237651,0.53144376,1.03286385,10.29723992,8.83905013,0.9009009,12.6136813,10.30927835,13.53558926,9.49781659,15.96828992,0.86922165,8.065915,10.64327485,11.37370753,-4.91967871,12.39766082,12.26611227,12.26508408,11.85031185
2018-02-01,10.47,8.43,12.32,27.32,9.68,9.85,10.29,10.27,25.59,12.52,9.48,7.61,9.54,9.8,10.89,11.4,10.82,0.76997113,2.18181818,0.0,-4.07303371,0.5192108,1.23329908,2.59222333,0.29296875,0.23501763,0.48154093,0.21141649,0.92838196,0.73917635,1.97710718,0.83333333,0.44052863,0.55762082,10.32665964,10.19607843,0.81833061,11.78396072,9.50226244,15.74618096,9.93589744,13.10572687,-0.07809449,8.86956522,10.87719298,11.42020498,-4.88534397,13.03344867,12.26804124,11.87438665,11.4315139
2018-03-01,10.57,8.6,12.32,27.6,9.72,9.92,10.48,10.35,25.6,12.63,9.57,7.68,9.66,9.86,10.99,11.49,10.91,0.95510984,2.01660735,0.0,1.02489019,0.41322314,0.7106599,1.84645287,0.77896787,0.03907776,0.87859425,0.94936709,0.91984231,1.25786164,0.6122449,0.91827365,0.78947368,0.83179298,10.2189781,10.39794608,0.81833061,10.70998797,9.45945946,15.34883721,9.96852046,13.36254107,0.0,9.06735751,10.89223638,11.62790698,-3.20641283,11.91827469,12.0285423,11.44519884,11.44024515
2018-04-01,10.77,8.58,12.33,30.47,9.84,10.13,10.53,10.71,25.58,12.98,9.64,7.77,9.65,10.11,11.24,11.79,11.17,1.89214759,-0.23255814,0.08116883,10.39855072,1.2345679,2.11693548,0.47709924,3.47826087,-0.078125,2.77117973,0.73145246,1.171875,-0.10351967,2.53549696,2.27479527,2.61096606,2.38313474,10.91658084,8.74524715,0.90016367,12.02205882,10.56179775,16.70506912,9.91649269,16.41304348,-0.03907776,10.75085324,10.93210587,11.95965418,2.87846482,12.96089385,12.6252505,12.17887726,12.48741188
2018-05-01,10.94,8.71,12.34,32.06,9.94,10.22,10.57,10.96,25.7,13.18,9.74,7.88,9.72,10.32,11.4,11.99,11.34,1.57845868,1.51515152,0.081103,5.21824746,1.01626016,0.88845015,0.37986705,2.33426704,0.4691165,1.54083205,1.0373444,1.41570142,0.7253886,2.07715134,1.42348754,1.69635284,1.52193375,12.09016393,10.95541401,0.98199673,11.24219292,11.31019037,16.8,10.10416667,19.91247265,0.07788162,7.94430794,11.0604333,12.57142857,10.58020478,16.21621622,12.75964392,12.58215962,13.28671329
2018-06-01,11.23,9.23,12.35,31.69,10.04,10.45,10.65,11.24,26.8,13.46,9.82,8.02,9.85,10.51,11.6,12.21,11.53,2.65082267,5.97014925,0.08103728,-1.15408609,1.00603622,2.25048924,0.75685904,2.55474453,4.28015564,2.12443096,0.82135524,1.77664975,1.33744856,1.84108527,1.75438596,1.83486239,1.67548501,15.41623844,18.94329897,1.06382979,11.31015104,12.05357143,18.8850967,10.82206035,24.06181015,5.30451866,8.89967638,10.83521445,13.27683616,12.82932417,17.56152125,14.62450593,14.54033771,15.18481518
2018-07-01,11.29,9.2,12.44,30.72,10.15,10.64,10.78,11.36,26.8,13.78,9.92,8.2,10.01,10.56,11.71,12.32,11.63,0.53428317,-0.32502709,0.72874494,-3.06090249,1.09561753,1.81818182,1.22065728,1.06761566,0.0,2.37741456,1.01832994,2.24438903,1.62436548,0.47573739,0.94827586,0.9009009,0.86730269,15.79487179,19.32555123,1.38549307,11.83108846,12.77777778,20.36199095,11.70984456,24.01746725,5.09803922,9.45194599,10.71428571,13.88888889,15.05747126,17.98882682,15.02946955,15.03267974,15.60636183
2018-08-01,11.55,9.21,12.49,30.23,10.54,11.13,10.88,11.86,27.61,14.06,10.0,8.35,10.24,11.2,11.98,12.61,11.98,2.30292294,0.10869565,0.40192926,-1.59505208,3.84236453,4.60526316,0.92764378,4.40140845,3.02238806,2.03193033,0.80645161,1.82926829,2.2977023,6.06060606,2.30572161,2.3538961,3.0094583,17.85714286,19.76592978,1.79299104,13.56123216,16.33554084,23.80422692,12.62939959,26.84491979,8.31698705,10.79590229,8.57763301,14.85557084,16.89497717,24.16851441,16.9921875,17.19330855,18.14595661
2018-09-01,12.28,9.8,12.5,31.43,11.13,12.4,11.13,12.93,28.65,14.63,10.4,8.75,10.68,12.06,12.78,13.47,12.77,6.32034632,6.40608035,0.08006405,3.96956666,5.59772296,11.41060198,2.29779412,9.02192243,3.76675118,4.05405405,4.0,4.79041916,4.296875,7.67857143,6.67779633,6.81998414,6.59432387,24.54361055,27.77053455,1.87449063,17.14498695,21.90580504,37.3200443,14.74226804,36.24868282,12.00156372,15.28762805,10.63829787,19.04761905,22.33676976,31.80327869,23.71732817,24.03314917,24.70703125
2018-10-01,12.61,10.11,12.52,35.44,11.59,12.82,11.29,12.82,29.22,14.99,10.4,8.88,11.21,12.24,13.14,13.82,13.13,2.68729642,3.16326531,0.16,12.75851098,4.13297394,3.38709677,1.43755615,-0.85073473,1.9895288,2.4606972,0.0,1.48571429,4.96254682,1.49253731,2.81690141,2.59836674,2.81910728,25.22343595,29.28388747,2.03748981,18.44919786,25.70498915,37.84946237,15.79487179,31.75745118,14.36399217,21.37651822,10.28632025,20.0,27.82212087,32.61105092,24.43181818,24.39243924,25.52581262
2018-11-01,12.42,10.04,12.55,36.28,11.65,12.45,11.36,12.01,28.71,14.91,10.4,8.92,11.11,12.12,12.94,13.56,12.94,-1.50674068,-0.69238378,0.23961661,2.37020316,0.51768766,-2.88611544,0.62001771,-6.31825273,-1.74537988,-0.53368913,0.0,0.45045045,-0.89206066,-0.98039216,-1.52207002,-1.8813314,-1.44706778,21.52641879,25.65707134,2.28198859,16.84380032,24.86602358,32.58785942,16.27430911,20.94662638,11.79906542,21.2195122,10.16949153,20.0538358,25.53672316,28.79914984,21.16104869,20.74799644,22.0754717
2018-12-01,12.37,10.15,12.57,34.8,11.64,12.47,11.43,11.7,28.72,14.81,10.4,8.95,11.1,12.22,12.89,13.5,12.83,-0.40257649,1.09561753,0.15936255,-4.07938258,-0.08583691,0.16064257,0.61619718,-2.58118235,0.03483107,-0.67069081,0.0,0.33632287,-0.090009,0.82508251,-0.38639876,-0.44247788,-0.85007728,20.21379981,25.1541307,2.44498778,14.85148515,23.69819341,31.26315789,16.75178754,15.95639247,12.0124805,20.21103896,10.16949153,19.81258367,25.85034014,29.8618491,20.1304753,19.574845,20.46948357
2019-01-01,12.51,10.8,12.64,32.03,11.28,12.55,11.83,11.76,28.95,15.02,10.41,9.04,11.51,12.7,12.92,13.5,12.78,1.13177041,6.40394089,0.55688146,-7.95977011,-3.09278351,0.6415397,3.49956255,0.51282051,0.80083565,1.41796084,0.09615385,1.00558659,3.69369369,3.92798691,0.23273856,0.0,-0.38971161,20.40423484,30.90909091,2.5974026,12.46488764,17.13395639,28.98252826,17.94616152,14.84375,13.3960047,20.54574639,10.0422833,19.8938992,21.54171067,32.15400624,19.62962963,18.94273128,18.7732342
2019-02-01,12.53,10.9,12.66,30.49,11.29,12.56,12.13,11.84,28.82,15.03,10.58,9.12,11.63,12.62,12.9,13.47,12.78,0.1598721,0.92592593,0.15822785,-4.80799251,0.08865248,0.07968127,2.53592561,0.68027211,-0.44905009,0.0665779,1.63304515,0.88495575,1.04257168,-0.62992126,-0.15479876,-0.22222222,0.0,19.67526266,29.30011862,2.75974026,11.60322108,16.6322314,27.51269036,17.88143829,15.2872444,12.62211801,20.04792332,11.60337553,19.84231275,21.90775681,28.7755102,18.45730028,18.15789474,18.11460259
